region,division,classification,position,status,item_status,number
Region II - Cagayan Valley,Division of Isabela,School Head Personnel,School Principal IV,Filled,Regular,36
Negros Island Region (NIR),Division of Himamaylan City,Non-Teaching Personnel,Administrative Officer II,Filled,Regular,36
Region VI - Western Visayas,Division of Antique,Teaching Personnel,Teacher II,Unfilled,Regular,36
Region VII - Central Visayas,Division of Lapu-lapu City,School Head Personnel,School Principal I,Filled,Regular,36
Cordillera Administrative Region (CAR),Division of Apayao,Non-Teaching Personnel,Administrative Assistant II,Filled,Regular,35
Region V - Bicol,Division of Catanduanes,Related-Teaching Personnel,Head Teacher I,Filled,Regular,35
Region I - Ilocos,Division of La Union,School Head Personnel,School Principal II,Filled,Regular,35
Region IX - Zamboanga Peninsula,Division of Zamboanga City,Non-Teaching Personnel,Administrative Assistant III,Filled,Regular,35
Region XIII - CARAGA,Division of Agusan del Norte,School Head Personnel,School Principal II,Filled,Regular,35
Region II - Cagayan Valley,Division of Isabela,Non-Teaching Personnel,Administrative Officer II,Unfilled,Regular,35
Negros Island Region (NIR),Division of Cadiz City,Teaching Personnel,Teacher VI,Filled,Regular,35
Region XII - SOCCSKSARGEN,Division of Sultan Kudarat,Related-Teaching Personnel,Head Teacher I,Filled,Regular,35
Region II - Cagayan Valley,Division of Nueva Vizcaya,Non-Teaching Personnel,Administrative Aide I,Filled,Regular,35
Region I - Ilocos,Division of Ilocos Sur,School Head Personnel,School Principal III,Filled,Regular,35
Region XII - SOCCSKSARGEN,Division of General Santos City,Teaching Personnel,Teacher III,Unfilled,Regular,35
Region V - Bicol,Division of Sorsogon,Related-Teaching Personnel,Guidance Counselor II,Unfilled,Regular,35
Cordillera Administrative Region (CAR),Division of Baguio City,Teaching Personnel,Master Teacher III,Filled,Regular,35
Region II - Cagayan Valley,Division of Tuguegarao City,Non-Teaching Personnel,Administrative Officer II,Filled,Regular,35
Region IVA - CALABARZON,Division of Batangas City,Teaching Personnel,Special Education Teacher I,Filled,Regular,35
Region XI - Davao,Division of Tagum City,Teaching Personnel,Teacher I,Unfilled,Regular,35
Region VI - Western Visayas,Division of Aklan,Teaching Personnel,Teacher III,Unfilled,Regular,35
Region XI - Davao,Division of Digos City,Teaching Personnel,Master Teacher III,Filled,Regular,35
Region VI - Western Visayas,Division of Iloilo,Related-Teaching Personnel,Guidance Counselor I,Unfilled,Regular,35
Region VI - Western Visayas,Division of Iloilo City,Teaching Personnel,Teacher I,Unfilled,Regular,35
Region XI - Davao,Division of Davao City,Teaching Personnel,Teacher III,Unfilled,Regular,35
National Capital Region (NCR),Division of Manila,Non-Teaching Personnel,Administrative Officer I,Filled,Regular,35
National Capital Region (NCR),Division of Pasig City,Non-Teaching Personnel,Administrative Assistant III,Filled,Regular,35
Cordillera Administrative Region (CAR),Division of Tabuk City,Teaching Personnel,Teacher IV,Filled,Regular,35
Region IVA - CALABARZON,Division of Batangas City,Non-Teaching Personnel,Administrative Assistant III,Filled,Regular,35
Region I - Ilocos,Division of Alaminos City,Non-Teaching Personnel,Administrative Officer II,Filled,Regular,35
National Capital Region (NCR),Division of Pasay City,Non-Teaching Personnel,Administrative Assistant II,Filled,Regular,35
Region III - Central Luzon,Division of San Jose City,Teaching Personnel,Master Teacher II,Filled,Regular,35
Region IVA - CALABARZON,Division of Laguna,Related-Teaching Personnel,Guidance Counselor II,Unfilled,Regular,35
Negros Island Region (NIR),Division of Negros Oriental,Non-Teaching Personnel,Nurse II,Filled,Regular,35
National Capital Region (NCR),Division of Muntinlupa,Teaching Personnel,Teacher VI,Filled,Regular,35
Region X - Northern Mindanao,Division of El Salvador City,Teaching Personnel,Master Teacher I,Filled,Regular,35
Negros Island Region (NIR),Division of Negros Oriental,Teaching Personnel,Teacher VI,Filled,Regular,35
Region VIII - Eastern Visayas,Division of Biliran,Non-Teaching Personnel,Administrative Assistant III,Filled,Regular,35
National Capital Region (NCR),Division of Malabon City,Non-Teaching Personnel,Administrative Assistant II,Filled,Regular,35
Region X - Northern Mindanao,Division of Bukidnon,Related-Teaching Personnel,Guidance Counselor II,Unfilled,Regular,35
Region IVA - CALABARZON,Division of Calamba City,Non-Teaching Personnel,Administrative Assistant III,Filled,Regular,35
Region IVA - CALABARZON,Division of Batangas,Non-Teaching Personnel,Administrative Assistant II,Unfilled,Regular,35
Region II - Cagayan Valley,Division of Cagayan,Teaching Personnel,Teacher III,Unfilled,Regular,35
Negros Island Region (NIR),Division of Cadiz City,Teaching Personnel,Teacher II,Unfilled,Regular,35
Region IVA - CALABARZON,Division of Cavite,Non-Teaching Personnel,Administrative Aide I,Filled,CTI,34
Region X - Northern Mindanao,Division of Misamis Oriental,School Head Personnel,School Principal II,Filled,Regular,34
Negros Island Region (NIR),Division of Victorias City,Teaching Personnel,Teacher II,Unfilled,Regular,34
Negros Island Region (NIR),Division of Himamaylan City,Teaching Personnel,Teacher IV,Filled,Regular,34
Region III - Central Luzon,Division of San Jose City,Non-Teaching Personnel,Administrative Officer II,Filled,Regular,34
Region II - Cagayan Valley,Division of Cagayan,Non-Teaching Personnel,Administrative Aide III,Filled,Regular,34
Region XI - Davao,Division of Digos City,Teaching Personnel,Teacher IV,Filled,Regular,34
Region IX - Zamboanga Peninsula,Division of Dapitan City,Teaching Personnel,Master Teacher II,Filled,Regular,34
Region III - Central Luzon,Division of San Jose City,Teaching Personnel,Teacher I,Unfilled,Regular,34
Region XIII - CARAGA,Division of Surigao del Sur,Teaching Personnel,Teacher II,Unfilled,Regular,34
Region XI - Davao,Division of Tagum City,Teaching Personnel,Teacher II,Unfilled,Regular,34
Region X - Northern Mindanao,Division of Lanao del Norte,Non-Teaching Personnel,Administrative Aide I,Filled,Regular,34
Region II - Cagayan Valley,Division of Cauayan City,Teaching Personnel,Teacher V,Filled,Regular,34
Region VI - Western Visayas,Division of Aklan,School Head Personnel,School Principal II,Filled,Regular,34
Region I - Ilocos,Division of La Union,Teaching Personnel,Special Science Teacher I,Filled,Regular,34
Region III - Central Luzon,Division of San Jose del Monte City,Teaching Personnel,Teacher IV,Filled,Regular,34
Region I - Ilocos,Division of Pangasinan I,Teaching Personnel,Special Education Teacher III,Filled,Regular,34
Region V - Bicol,Division of Camarines Sur,Related-Teaching Personnel,Guidance Counselor I,Unfilled,Regular,34
Region III - Central Luzon,Division of Angeles City,Non-Teaching Personnel,Administrative Assistant II,Filled,Regular,34
Region V - Bicol,Division of Sorsogon City,Non-Teaching Personnel,Administrative Assistant II,Filled,Regular,34
Region IVA - CALABARZON,Division of Bacoor City,Non-Teaching Personnel,Administrative Officer II,Filled,Regular,34
Negros Island Region (NIR),Division of Siquijor,Teaching Personnel,Teacher VI,Filled,Regular,34
Region XII - SOCCSKSARGEN,Division of General Santos City,Teaching Personnel,Special Education Teacher I,Filled,Regular,34
Region IVB - MIMAROPA,Division of Oriental Mindoro,Teaching Personnel,Teacher III,Unfilled,Regular,34
Negros Island Region (NIR),Division of Sipalay City,Non-Teaching Personnel,Administrative Officer II,Filled,Regular,34
Negros Island Region (NIR),Division of Escalante City,Non-Teaching Personnel,Administrative Officer II,Filled,Regular,34
Region III - Central Luzon,Division of Tarlac,Teaching Personnel,Special Science Teacher I,Filled,Regular,34
Region II - Cagayan Valley,Division of Cauayan City,Teaching Personnel,Master Teacher II,Filled,Regular,34
Region IX - Zamboanga Peninsula,Division of Zamboanga del Sur,Teaching Personnel,Master Teacher I,Unfilled,Regular,34
Region V - Bicol,Division of Camarines Norte,Non-Teaching Personnel,Senior Bookkeeper,Filled,Regular,34
Region XIII - CARAGA,Division of Siargao,Related-Teaching Personnel,Head Teacher I,Filled,Regular,34
National Capital Region (NCR),Division of Valenzuela,Non-Teaching Personnel,Administrative Assistant III,Filled,Regular,34
Region VI - Western Visayas,Division of Iloilo City,Non-Teaching Personnel,Administrative Assistant II,Filled,Regular,34
National Capital Region (NCR),Division of Makati,Teaching Personnel,Teacher I,Unfilled,Regular,34
Region XIII - CARAGA,Division of Surigao del Norte,Related-Teaching Personnel,Head Teacher I,Filled,Regular,34
Region XI - Davao,Division of Davao del Norte,School Head Personnel,School Principal IV,Filled,Regular,34
Region VIII - Eastern Visayas,Division of Northern Samar,Teaching Personnel,Master Teacher I,Unfilled,Regular,34
Region IVA - CALABARZON,Division of San Pablo City,Teaching Personnel,Teacher IV,Filled,Regular,34
National Capital Region (NCR),Division of Pasay City,Teaching Personnel,Teacher III,Unfilled,Regular,34
Region III - Central Luzon,Division of Meycauayan City,Non-Teaching Personnel,Administrative Officer II,Filled,Regular,34
Region XI - Davao,Division of Davao del Sur,Related-Teaching Personnel,Head Teacher I,Filled,Regular,34
Region IVA - CALABARZON,Division of Quezon,Teaching Personnel,Master Teacher I,Unfilled,Regular,34
Region XII - SOCCSKSARGEN,Division of South Cotabato,Related-Teaching Personnel,Guidance Counselor II,Unfilled,Regular,34
National Capital Region (NCR),Division of Manila,Non-Teaching Personnel,Administrative Aide III,Filled,Regular,34
Region I - Ilocos,Division of Candon City,Teaching Personnel,Teacher V,Filled,Regular,34
Region III - Central Luzon,Division of Nueva Ecija,Related-Teaching Personnel,Head Teacher I,Filled,Regular,34
Region XI - Davao,Division of Davao Occidental,Non-Teaching Personnel,Administrative Assistant III,Filled,Regular,34
Region IX - Zamboanga Peninsula,Division of Isabela City,Teaching Personnel,Master Teacher II,Filled,Regular,34
Region VI - Western Visayas,Division of Iloilo,Non-Teaching Personnel,Administrative Aide III,Filled,Regular,34
Region III - Central Luzon,Division of Olongapo City,Non-Teaching Personnel,Administrative Officer II,Filled,Regular,34
Region V - Bicol,Division of Masbate,Related-Teaching Personnel,Public Schools District Supervisor,Filled,Regular,33
Region I - Ilocos,Division of Pangasinan I,Related-Teaching Personnel,Public Schools District Supervisor,Filled,Regular,33
Region XIII - CARAGA,Division of Butuan City,Teaching Personnel,Teacher II,Unfilled,Regular,33
Region XII - SOCCSKSARGEN,Division of Sarangani,Teaching Personnel,Teacher I,Unfilled,Regular,33
Region XII - SOCCSKSARGEN,Division of Koronadal City,School Head Personnel,School Principal I,Filled,Regular,33
Cordillera Administrative Region (CAR),Division of Baguio City,School Head Personnel,School Principal I,Filled,Regular,33
Region XIII - CARAGA,Division of Tandag City,Non-Teaching Personnel,Administrative Officer II,Filled,Regular,33
Region XI - Davao,Division of Davao del Sur,School Head Personnel,School Principal IV,Filled,Regular,33
Region XI - Davao,Division of Davao de Oro,Related-Teaching Personnel,Guidance Counselor II,Unfilled,Regular,33
Cordillera Administrative Region (CAR),Division of Tabuk City,School Head Personnel,School Principal I,Filled,Regular,33
Region X - Northern Mindanao,Division of Valencia City,Non-Teaching Personnel,Administrative Assistant III,Filled,Regular,33
Region X - Northern Mindanao,Division of Ozamiz City,School Head Personnel,School Principal I,Filled,Regular,33
Region X - Northern Mindanao,Division of Misamis Oriental,Non-Teaching Personnel,Administrative Aide I,Filled,Regular,33
Region X - Northern Mindanao,Division of Bukidnon,Teaching Personnel,Special Science Teacher I,Filled,Regular,33
Region X - Northern Mindanao,Division of Bukidnon,Related-Teaching Personnel,Public Schools District Supervisor,Filled,Regular,33
Region VIII - Eastern Visayas,Division of Tacloban City,Related-Teaching Personnel,Head Teacher VI,Filled,Regular,33
Region VIII - Eastern Visayas,Division of Southern Leyte,School Head Personnel,School Principal II,Filled,Regular,33
Region VIII - Eastern Visayas,Division of Samar,Teaching Personnel,Special Science Teacher I,Filled,Regular,33
Region VIII - Eastern Visayas,Division of Ormoc City,Non-Teaching Personnel,Administrative Assistant II,Filled,Regular,33
National Capital Region (NCR),Division of Manila,Related-Teaching Personnel,Public Schools District Supervisor,Filled,Regular,33
Region VIII - Eastern Visayas,Division of Leyte,Related-Teaching Personnel,Public Schools District Supervisor,Filled,Regular,33
Region VIII - Eastern Visayas,Division of Eastern Samar,School Head Personnel,School Principal III,Filled,Regular,33
Region VIII - Eastern Visayas,Division of Calbayog City,School Head Personnel,School Principal I,Filled,Regular,33
Region VII - Central Visayas,Division of Mandaue City,Non-Teaching Personnel,Administrative Assistant II,Filled,Regular,33
Region VII - Central Visayas,Division of Carcar City,Teaching Personnel,Teacher V,Filled,Regular,33
Region VII - Central Visayas,Division of Bohol,Related-Teaching Personnel,Public Schools District Supervisor,Filled,Regular,33
Region VI - Western Visayas,Division of Iloilo,School Head Personnel,School Principal I,Unfilled,Regular,33
National Capital Region (NCR),Division of Pasig City,Teaching Personnel,Master Teacher II,Unfilled,Regular,33
Region VI - Western Visayas,Division of Guimaras,Related-Teaching Personnel,Head Teacher III,Filled,Regular,33
National Capital Region (NCR),Division of Quezon City,Related-Teaching Personnel,Public Schools District Supervisor,Filled,Regular,33
Region V - Bicol,Division of Sorsogon,Teaching Personnel,Teacher I,Unfilled,Regular,33
National Capital Region (NCR),Division of Valenzuela,Teaching Personnel,Teacher I,Unfilled,Regular,33
Negros Island Region (NIR),Division of Bago City,Non-Teaching Personnel,Administrative Officer II,Filled,Regular,33
Region V - Bicol,Division of Albay,Teaching Personnel,Teacher II,Unfilled,Regular,33
Region IX - Zamboanga Peninsula,Division of Zamboanga del Sur,Related-Teaching Personnel,Public Schools District Supervisor,Filled,Regular,33
Region IX - Zamboanga Peninsula,Division of Zamboanga del Norte,Related-Teaching Personnel,Public Schools District Supervisor,Filled,Regular,33
Region IX - Zamboanga Peninsula,Division of Zamboanga del Norte,Non-Teaching Personnel,Project Development Officer I,Filled,Regular,33
Negros Island Region (NIR),Division of Cadiz City,Non-Teaching Personnel,Administrative Assistant II,Filled,Regular,33
Region IX - Zamboanga Peninsula,Division of Zamboanga City,Teaching Personnel,Master Teacher I,Unfilled,Regular,33
Region IX - Zamboanga Peninsula,Division of Dapitan City,Teaching Personnel,Teacher IV,Filled,Regular,33
